Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
6 Florence Court ,WANDANA HEIGHTS VIC 3216,WANDANA HEIGHTS,VIC,3216,House,25-Aug-21,auction,1041000,4,2,2,600,Barry Plant Highton,-38.1747965,144.3047195,70.28355312
6 Mernda Road ,KOOYONG VIC 3144,KOOYONG,VIC,3144,House,21-Mar-15,auction,3650000,4,3,4,600,Marshall White Stonnington,-37.8423101,145.0333711,6.914643029
2407/3 Yarra Street ,SOUTH YARRA VIC 3141,SOUTH YARRA,VIC,3141,Apartment ,31-Dec-21,private treaty,330000,1,1,0,600,UNKNOWN,-37.8359474,144.9931004,3.572286251
1-3/3 Great Britain Street ,HERNE HILL VIC 3218,HERNE HILL,VIC,3218,Block of units,11-Jul-22,private treaty,770000,5,4,4,601,Harcourts North Geelong,-38.1367702,144.3217021,66.71141712
49 Blanche Street ,ARDEER VIC 3022,ARDEER,VIC,3022,House,23-Feb-22,private treaty,820000,3,1,4,604,Bells Real Estate Sunshine,-37.7793542,144.8024247,14.65006677
312 Danks Street ,MIDDLE PARK VIC 3206,MIDDLE PARK,VIC,3206,House,23-Mar-16,auction,4950000,5,3,2,605,Marshall White Port Phillip,-37.8509527,144.9579681,4.111424837
99 Hotham Street ,EAST MELBOURNE VIC 3002,EAST MELBOURNE,VIC,3002,House,12-Aug-14,private treaty,5100000,4,3,2,605,Kay & Burton South Yarra,-37.8144881,144.9871558,2.108696811
3 Cunnington Avenue ,BRUNSWICK EAST VIC 3057,BRUNSWICK EAST,VIC,3057,House,4-May-22,auction,1725000,4,2,4,605,Raine & Horne Brunswick,-37.7651708,144.9785384,5.620430345
3/8 Orr Street ,MANIFOLD HEIGHTS VIC 3218,MANIFOLD HEIGHTS,VIC,3218,Apartment ,21-Apr-22,private treaty,351000,2,1,0,60,McGrath Geelong | Newtown,-38.1336037,144.3343404,65.58946671
7 Edison Street ,FRASER RISE VIC 3336,FRASER RISE,VIC,3336,House,26-Mar-22,private treaty,914000,4,2,2,612,UNKNOWN,-37.6977153,144.7254379,24.59610377
7 Lawson Street ,ALBION VIC 3020,ALBION,VIC,3020,House,3-Mar-22,private treaty,785000,3,1,4,613,Harcourts West Realty,-37.7772651,144.8220913,13.06264414
74 Kingsville St ,KINGSVILLE VIC 3012,KINGSVILLE,VIC,3012,House,6-Jul-21,private treaty,1200000,3,1,1,614,UNKNOWN,-37.8092999,144.8785562,7.454708672
5/10 Norma Street ,SUNSHINE VIC 3020,SUNSHINE,VIC,3020,Apartment ,29-Jun-22,auction,295000,1,1,1,61,Ray White Taylors Lakes,-37.7899811,144.8439869,10.81512696
12 Tiller Walk ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,Townhouse,21-Apr-22,private treaty,800000,2,2,1,61,Eview Real Estate - Mornington Peninsula,-38.2184843,145.0400595,45.468639
113 Fyans Street ,SOUTH GEELONG VIC 3220,SOUTH GEELONG,VIC,3220,House,18-May-22,auction,1040000,3,2,4,621,McGrath Geelong | Newtown,-38.1605107,144.350484,66.0941361
147 Charles Street ,SEDDON VIC 3011,SEDDON,VIC,3011,House,1-Mar-19,private treaty,1700000,5,3,2,623,UNKNOWN,-37.8069583,144.8941135,6.121105098
11 Dell Boulevard ,FYANSFORD VIC 3218,FYANSFORD,VIC,3218,House,17-Jan-22,private treaty,1285500,4,2,2,625,UNKNOWN,-38.140838,144.3005283,68.52131458
64 Ellimatta Road ,MAMBOURIN VIC 3024,MAMBOURIN,VIC,3024,House,22-Mar-22,private treaty,745000,4,2,2,626,Barry Plant Werribee,-37.8875203,144.5991753,32.99156573
8 Lae Court ,HASTINGS VIC 3915,HASTINGS,VIC,3915,House,11-May-19,auction,292000,3,1,1,627,UNKNOWN,-38.2967302,145.176374,56.82571068
7 Swagman Walk ,WOLLERT VIC 3750,WOLLERT,VIC,3750,Townhouse,30-Mar-22,private treaty,385000,2,1,1,62,Bombay Real Estate Pty Ltd,-37.6167437,145.0321573,22.78852999
84 Baroda Street ,TRAVANCORE VIC 3032,TRAVANCORE,VIC,3032,House,12-Dec-20,auction,1705000,3,2,2,630,McDonald Upton,-37.7777443,144.9326634,4.862490255
9 Dover Street ,ALBANVALE VIC 3021,ALBANVALE,VIC,3021,House,15-Jul-22,private treaty,615000,3,1,4,634,UNKNOWN,-37.745892,144.7772832,18.02178719
116 Country Club Drive ,CLIFTON SPRINGS VIC 3222,CLIFTON SPRINGS,VIC,3222,House,2-Sep-17,auction,333000,3,1,2,634,Barnett Real Estate,-38.1555711,144.5731129,51.09695163
1 Cresser Street ,ALTONA NORTH VIC 3025,ALTONA NORTH,VIC,3025,Apartment ,28-Jun-18,private treaty,1400000,8,4,8,636,Mancini Real Estate ,-37.8370171,144.8513803,10.14298963
1/165A Sunshine Road ,WEST FOOTSCRAY VIC 3012,WEST FOOTSCRAY,VIC,3012,Apartment ,23-Mar-21,private treaty,285000,1,1,0,63,UNKNOWN,-37.7995483,144.8622721,9.015050617
351/158 Smith Street ,COLLINGWOOD VIC 3066,COLLINGWOOD,VIC,3066,Apartment ,18-Jun-22,private treaty,479000,1,1,1,63,Domenic Zanellini,-37.802104,144.9881387,2.575587297
10 Buckley Road ,DIGGERS REST VIC 3427,DIGGERS REST,VIC,3427,House,10-Jun-21,auction,1600000,3,2,2,64749,Raine & Horne Brunswick,-37.6221314,144.7287712,29.69514327
16 Jester Court ,KINGS PARK VIC 3021,KINGS PARK,VIC,3021,House,28-Apr-22,private treaty,572000,3,1,1,640,UNKNOWN,-37.7334852,144.7650508,19.59637027
2-4 Mistybrook Place ,ARMSTRONG CREEK VIC 3217,ARMSTRONG CREEK,VIC,3217,House,26-Nov-21,auction,1230000,4,4,2,641,Ray White Highton,-38.2341184,144.3709512,69.8137322
36 Penton Way ,LYNBROOK VIC 3975,LYNBROOK,VIC,3975,House,10-Mar-22,auction,1320000,4,3,4,641,Area Specialist Casey,-38.0594368,145.2547108,37.39136854
14 Morven Street ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,New house and land,21-Jul-20,private treaty,1805000,4,2,2,642,Stone Real Estate - Mornington Peninsula,-38.2183593,145.0493507,45.58270517
89 Horwood Drive ,BREAMLEA VIC 3227,BREAMLEA,VIC,3227,House,13-Feb-21,auction,1393000,4,2,2,647,UNKNOWN,-38.2940801,144.3928522,73.10215895
4 Anglers Court ,SEABROOK VIC 3028,SEABROOK,VIC,3028,House,18-May-22,auction,880000,4,2,3,649,Ray White Altona,-37.8835921,144.7527653,20.02557626
1-3/76 Queen Street ,RESERVOIR VIC 3073,RESERVOIR,VIC,3073,Block of units,15-Jun-19,auction,1220000,7,3,3,650,UNKNOWN,-37.7273781,145.0100372,10.50171995
17 Aitken Street ,ALEXANDRA VIC 3714,ALEXANDRA,VIC,3714,House,10-Dec-21,auction,350000,2,1,1,650,Geelong Residential,-37.1878316,145.7036397,95.51849007
118 Beach Street ,PORT MELBOURNE VIC 3207,PORT MELBOURNE,VIC,3207,House,6-Mar-18,private treaty,3300000,5,3,3,650,Upside - National,-37.8406535,144.9338985,3.905854323
6593 Maroondah Highway ,YARCK VIC 3719,YARCK,VIC,3719,House,26-May-22,private treaty,450000,3,1,0,651,UNKNOWN,-37.1100056,145.6102495,96.950087
4/13 Plantation Drive ,CONNEWARRE VIC 3227,CONNEWARRE,VIC,3227,Townhouse,3-Jul-21,auction,1140000,3,2,2,652,RT Edgar Bellarine,-38.2749764,144.4541868,67.92882274
3/50 Donald Road ,WHEELERS HILL VIC 3150,WHEELERS HILL,VIC,3150,Townhouse,28-May-22,auction,1150000,4,2,2,285,Harcourts Judd White,-37.9010677,145.1869481,21.89893709
25 Driscolls Road ,KEALBA VIC 3021,KEALBA,VIC,3021,House,19-Feb-22,auction,853000,4,2,2,654,Barry Plant Taylors Lakes,-37.7287438,144.8210931,15.69751663
2 Old Calder Highway ,DIGGERS REST VIC 3427,DIGGERS REST,VIC,3427,House,5-Jul-22,private treaty,640000,4,2,2,659,UNKNOWN,-37.6284784,144.7213733,29.65408949
6 St Kilda Street ,BAXTER VIC 3911,BAXTER,VIC,3911,House,9-Apr-22,auction,720000,3,1,2,659,UNKNOWN,-38.196656,145.1765757,46.46916515
203/41 Crisp Street ,HAMPTON VIC 3188,HAMPTON,VIC,3188,Apartment ,14-Jul-22,private treaty,640000,1,1,1,65,Pitard Group,-37.9413738,145.0073306,14.66556393
2/94 Saltley Street ,SOUTH KINGSVILLE VIC 3015,SOUTH KINGSVILLE,VIC,3015,Apartment ,18-Mar-22,private treaty,500000,2,1,1,65,Mancini Real Estate ,-37.8322462,144.8673509,8.653525016
9 Gipps Crescent ,CRANBOURNE NORTH VIC 3977,CRANBOURNE NORTH,VIC,3977,House,27-Apr-22,auction,710000,3,1,4,660,UNKNOWN,-38.0720438,145.2657684,39.07705793
55 Barwarre Road ,MARSHALL VIC 3216,MARSHALL,VIC,3216,House,5-Aug-20,private treaty,365000,2,1,0,665,Barry Plant Highton,-38.1914096,144.3535327,67.93501041
71 Brighton Street ,RICHMOND VIC 3121,RICHMOND,VIC,3121,House,3-May-21,private treaty,3050000,4,2,4,666,RT Edgar Toorak,-37.8261742,144.9994546,3.4551549
7 Greenwood Court ,BOTANIC RIDGE VIC 3977,BOTANIC RIDGE,VIC,3977,House,2-Apr-22,auction,1350000,5,3,4,666,Ray White Dandenong,-38.1365853,145.2554258,44.0725433
39 Brian Street ,SAFETY BEACH VIC 3936,SAFETY BEACH,VIC,3936,New house and land,26-Apr-21,private treaty,1450000,3,2,4,668,Impact Realty Group - Mornington,-38.3224508,144.9874557,56.57071164
2/160 Tucker Road ,BENTLEIGH VIC 3204,BENTLEIGH,VIC,3204,Townhouse,11-Apr-19,private treaty,1465000,5,2,3,670,Jellis Craig Bentleigh,-37.9165042,145.0515722,13.77371415
10 Irwin Avenue ,ALTONA NORTH VIC 3025,ALTONA NORTH,VIC,3025,House,19-Mar-22,auction,940000,3,1,3,670,Buxton Inner West,-37.8278508,144.842641,10.69735051
8 Boga Place ,MANOR LAKES VIC 3024,MANOR LAKES,VIC,3024,House,18-Dec-21,auction,480000,4,2,2,670,First National Westwood ,-37.8827603,144.6137724,31.62002157
8 Vine Street ,BRAYBROOK VIC 3019,BRAYBROOK,VIC,3019,House,6-Jul-22,private treaty,870000,2,1,2,671,Nelson Alexander Ascot Vale,-37.7855451,144.8561795,9.928632479
4 Redwood Court ,JUNCTION VILLAGE VIC 3977,JUNCTION VILLAGE,VIC,3977,House,30-Mar-22,private treaty,700000,3,1,2,672,OBrien Real Estate Cranbourne,-38.1333054,145.2938953,45.83277351
15 Bluebell Crescent ,GOWANBRAE VIC 3043,GOWANBRAE,VIC,3043,House,12-Feb-11,auction,5870000,3,2,2,674,Nelson Alexander Essendon,-37.7060856,144.8945281,13.4568073
38 Dwyer Street ,KALKALLO VIC 3064,KALKALLO,VIC,3064,House,8-Jul-21,private treaty,1050000,5,3,2,675,UNKNOWN,-37.5407831,144.9543534,30.42395533
173 Barkly Street ,BRUNSWICK VIC 3056,BRUNSWICK,VIC,3056,House,29-Jun-22,private treaty,3025000,4,2,2,675,UNKNOWN,-37.77688579,144.9689308,4.183266328
4 Albany Court ,CAMPBELLFIELD VIC 3061,CAMPBELLFIELD,VIC,3061,House,17-Dec-21,private treaty,590000,3,1,1,675,Ray White Coburg,-37.6806212,144.9674306,14.86464972
2 Montezuma Avenue ,TRUGANINA VIC 3029,TRUGANINA,VIC,3029,House,16-May-22,auction,856000,5,2,2,678,Ray White Truganina,-37.8387017,144.7072846,22.64494622
9 Poplar Crescent ,BELLFIELD VIC 3081,BELLFIELD,VIC,3081,House,6-May-21,auction,1100000,3,1,2,679,Ray White Reservoir,-37.7509571,145.0350612,9.458504708
14 Brown Street ,PORTARLINGTON VIC 3223,PORTARLINGTON,VIC,3223,House,2-Apr-22,auction,1636000,3,2,1,679,Stockdale & Leggo Bellarine,-38.118562,144.6533611,43.40485962
4 Seaview Avenue ,TUERONG VIC 3915,TUERONG,VIC,3915,House,22-Aug-19,private treaty,1620000,5,2,3,68796,Eview Group - Australia,-38.3146113,145.127253,57.48380149
5 Wenden Court ,BURNSIDE VIC 3023,BURNSIDE,VIC,3023,House,21-Jul-22,private treaty,830000,4,2,4,680,Harcourts West Realty,-37.7602573,144.755903,19.18197043
15 Orange Grove ,BALACLAVA VIC 3183,BALACLAVA,VIC,3183,House,28-Oct-17,auction,2225000,4,1,1,680,Jellis Craig Doncaster,-37.8671761,144.9969552,6.596273314
26 Nigra Street ,DOVETON VIC 3177,DOVETON,VIC,3177,House,14-Apr-22,auction,701000,3,1,4,682,UNKNOWN,-37.98848275,145.2414819,31.18382042
10 Uplands Court ,MEADOW HEIGHTS VIC 3048,MEADOW HEIGHTS,VIC,3048,House,10-Dec-21,private treaty,590000,3,1,3,683,UNKNOWN,-37.6620097,144.915676,17.4376942
15 Reflections Boulevard ,CLYDE NORTH VIC 3978,CLYDE NORTH,VIC,3978,House,14-Dec-21,auction,935000,4,2,2,684,OBrien Real Estate Cranbourne,-38.1168708,145.3428453,47.34789971
17 Illawong Terrace ,BURNSIDE VIC 3023,BURNSIDE,VIC,3023,House,2-Jul-22,auction,895000,3,2,4,684,Sweeney Estate Agents Caroline Springs,-37.7497698,144.7558096,19.58719071
145 Railway Avenue ,LAVERTON VIC 3028,LAVERTON,VIC,3028,House,9-Apr-22,auction,650000,4,1,3,686,Ray White Altona,-37.8665765,144.7640165,18.43696349
3 Muster Drive ,AINTREE VIC 3336,AINTREE,VIC,3336,House,29-Jan-22,auction,1270000,4,4,2,688,Sweeney Estate Agents Caroline Springs,-37.7198172,144.658084,28.80663173
14 Seaforth Street ,NORTH SHORE VIC 3214,NORTH SHORE,VIC,3214,House,15-Apr-20,private treaty,355000,3,1,8,688,Harcourts North Geelong,-38.0990167,144.3708908,60.84070578
12 Curtis Court ,CRANBOURNE VIC 3977,CRANBOURNE,VIC,3977,House,14-May-22,auction,607500,3,2,0,689,OBrien Real Estate Cranbourne,-38.0919818,145.2756257,41.2986626
1002/2 Albert Road ,SOUTH MELBOURNE VIC 3205,SOUTH MELBOURNE,VIC,3205,Apartment ,19-Apr-22,private treaty,530000,1,1,1,68,Kay & Burton South Yarra,-37.8383623,144.9641842,2.687115668
3/3-5 Wandana Drive ,WANDANA HEIGHTS VIC 3216,WANDANA HEIGHTS,VIC,3216,Apartment ,17-Feb-22,private treaty,285000,1,1,1,68,Gartland,-38.1748697,144.3063084,70.17385541
18A Volitans Avenue ,MOUNT ELIZA VIC 3930,MOUNT ELIZA,VIC,3930,Townhouse,17-Jan-21,private treaty,1625088,3,3,2,690,Marshall White Mornington Peninsula,-38.202874,145.0784841,44.39592584
72 Scrubwren Drive ,WILLIAMS LANDING VIC 3027,WILLIAMS LANDING,VIC,3027,House,20-Jan-22,private treaty,1210000,4,2,2,691,Barry Plant Tarneit,-37.8569694,144.7348688,20.61070059
13 Norma Street ,SUNSHINE VIC 3020,SUNSHINE,VIC,3020,House,25-Feb-22,private treaty,965000,3,1,3,694,UNKNOWN,-37.7899811,144.8439869,10.81512696
4 Rosella Court ,WESTMEADOWS VIC 3049,WESTMEADOWS,VIC,3049,House,15-Jun-22,auction,714000,3,2,3,695,Brad Teal Woodards Essendon,-37.6772196,144.880811,16.87201345
631 Geelong Road ,BROOKLYN VIC 3012,BROOKLYN,VIC,3012,House,18-May-22,auction,860000,3,1,3,695,Ray White Altona,-37.8147696,144.8560687,9.41054991
79 Capesthorne Drive ,DERRIMUT VIC 3026,DERRIMUT,VIC,3026,House,11-Nov-21,auction,1151151,4,3,2,696,UNKNOWN,-37.7956789,144.7652832,17.5118875
85 Gardenvale Road ,GARDENVALE VIC 3185,GARDENVALE,VIC,3185,House,12-Nov-17,private treaty,1952000,4,2,2,696,Marshall White Bayside,-37.8976394,145.0059387,10.01067558
17 Longview Avenue ,MANIFOLD HEIGHTS VIC 3218,MANIFOLD HEIGHTS,VIC,3218,House,28-Nov-21,private treaty,1800000,5,2,2,697,Buxton Newtown,-38.1419871,144.3308381,66.35288765
16 Seaforth Street ,NORTH SHORE VIC 3214,NORTH SHORE,VIC,3214,House,1-Apr-17,auction,335000,3,1,1,698,Gartland,-38.09891165,144.3709495,60.83025892
44 Childers Crescent ,COOLAROO VIC 3048,COOLAROO,VIC,3048,House,9-Apr-22,private treaty,600000,3,1,3,698,Oak Park Real Estate Pty Ltd,-37.6609748,144.929202,17.30493334
27 Rio grande drive ,ROXBURGH PARK VIC 3064,ROXBURGH PARK,VIC,3064,House,13-Apr-22,private treaty,750000,5,2,2,699,UNKNOWN,-37.6170906,144.9333917,22.0823044
14 Dolphin Court ,GLADSTONE PARK VIC 3043,GLADSTONE PARK,VIC,3043,House,5-May-22,private treaty,945000,3,2,2,699,YPA Gladstone Park,-37.6854385,144.8850598,15.88585648
3/40 East Esplanade ,ST ALBANS VIC 3021,ST ALBANS,VIC,3021,Apartment ,8-Aug-21,private treaty,350000,2,1,2,7,Ray White St Albans,-37.7413596,144.7983313,16.60313761
AG06/26-30 Pryor Street ,ELTHAM VIC 3095,ELTHAM,VIC,3095,Apartment ,31-Mar-22,private treaty,480000,1,1,1,7,Jellis Craig Eltham,-37.7136622,145.1477186,19.70944401
118/45 Edgewater Boulevard ,MARIBYRNONG VIC 3032,MARIBYRNONG,VIC,3032,Apartment ,14-Jan-22,private treaty,379000,1,1,1,7,Nelson Alexander Keilor East,-37.7855268,144.8976076,6.586196229
9 Hamilton Street ,NIDDRIE VIC 3042,NIDDRIE,VIC,3042,House,11-Oct-21,private treaty,1403250,4,2,2,7,Pennisi Real Estate,-37.7386993,144.8854531,10.82736208
1 2 & 3/268 Bambra Road ,CAULFIELD SOUTH VIC 3162,CAULFIELD SOUTH,VIC,3162,Block of units,29-Jul-18,auction,2300000,7,3,6,7,Noel Jones Doncaster,-37.894699,145.0249323,10.46746917
99 Clauscen Street ,FITZROY NORTH VIC 3068,FITZROY NORTH,VIC,3068,House,24-Mar-22,private treaty,2460000,3,1,2,7,Jellis Craig Kensington,-37.77755952,144.9826788,4.423658069
271 Dandenong Road ,PRAHRAN VIC 3181,PRAHRAN,VIC,3181,House,8-Jan-19,private treaty,1950000,4,1,2,7,Marshall White Stonnington,-37.8589356,145.0019209,6.02774572
1/15 Ridley Street ,ALBION VIC 3020,ALBION,VIC,3020,Apartment ,20-Jul-18,private treaty,207000,2,1,0,7,Create Vic Real Estate,-37.7837636,144.8246427,12.63682611
1-4/16 Hampton Road ,ESSENDON WEST VIC 3040,ESSENDON WEST,VIC,3040,Block of units,24-Mar-21,private treaty,1785000,2,1,1,7,Moonee Valley Real Estate,-37.7510464,144.8837899,9.902366276
1-7/56-58 Strettle Street ,THORNBURY VIC 3071,THORNBURY,VIC,3071,Apartment ,12-Dec-20,auction,2345000,1,7,1,7,Jellis Craig Northcote,-37.7550276,144.9986139,7.284098346
1-5/37 Paxton Street ,MALVERN EAST VIC 3145,MALVERN EAST,VIC,3145,Apartment ,18-Aug-16,auction,2700000,1,5,7,7,Fletchers Glen Iris,-37.876835,145.0658739,11.39747215
11 Lincoln Street ,YARRAVILLE VIC 3013,YARRAVILLE,VIC,3013,House,18-Jan-21,private treaty,2760000,6,2,4,7,Village Real Estate Seddon,-37.8142317,144.8788245,7.410789342
2 3 & 4/11 Kingston Road ,HEATHERTON VIC 3202,HEATHERTON,VIC,3202,Apartment ,19-Jul-17,private treaty,2140000,3,2,1,7,Noel Jones Blackburn,-37.9560844,145.0932067,19.47656305
1-12/113 Devonshire Road ,SUNSHINE VIC 3020,SUNSHINE,VIC,3020,Block of units,20-Dec-18,private treaty,2090000,1,1,1,7,Douglas Kay Estate Agents,-37.7881371,144.8327056,11.82666751
76 Somerset Drive ,DANDENONG NORTH VIC 3175,DANDENONG NORTH,VIC,3175,House,9-Nov-19,auction,103860,3,1,2,7,Stockdale & Leggo Dandenong,-37.9493912,145.2217943,27.23257983
15 Arunta Crescent ,CLARINDA VIC 3169,CLARINDA,VIC,3169,House,29-Nov-21,private treaty,1275000,4,2,2,7,Buxton Oakleigh,-37.9304475,145.1072677,18.08968463
3/27 Hinton Close ,NORLANE VIC 3214,NORLANE,VIC,3214,Apartment ,5-Jun-18,private treaty,170000,1,1,1,7,Barry Plant - Geelong,-38.08332035,144.3461403,61.84550138
10 Rankin Street ,PANTON HILL VIC 3759,PANTON HILL,VIC,3759,House,7-May-22,auction,1645000,4,2,6,7891,Jellis Craig Greensborough,-37.647523,145.2371697,30.41094521
455 Dickins Road ,FRESHWATER CREEK VIC 3217,FRESHWATER CREEK,VIC,3217,House,29-Jun-18,private treaty,1600000,4,2,2,72800,McCartney Real Estate,-38.2572011,144.2802276,77.50745841
350 Barkers Road ,MAIN RIDGE VIC 3928,MAIN RIDGE,VIC,3928,House,19-Jan-16,private treaty,2040000,3,2,2,72800,Kay & Burton Flinders,-38.4095705,144.9754313,66.22971017
1945 Western Freeway ,ROCKBANK VIC 3335,ROCKBANK,VIC,3335,House,19-Apr-16,private treaty,2275000,4,2,2,76900,Douglas Kay Estate Agents,-37.7168583,144.6406486,30.355761
215 Spraggs Road ,TOOLANGI VIC 3777,TOOLANGI,VIC,3777,House,10-Apr-21,private treaty,1450000,5,3,2,76900,Noble Knight Real Estate Pty Ltd,-37.5307505,145.46239,54.09186335
182 Browns Road ,BONEO VIC 3939,BONEO,VIC,3939,House,7-Sep-21,private treaty,2123000,5,3,1,76900,RT Edgar Flinders,-38.3989569,144.8592758,65.67289142
9 Eldorado Court ,NOBLE PARK NORTH VIC 3174,NOBLE,VIC,3174,House,30-Apr-22,auction,1060000,4,2,2,700,Harcourts Asap Group,-37.9512702,145.1908377,25.13765842
23 Central Avenue ,MOORABBIN VIC 3189,MOORABBIN,VIC,3189,House,12-Oct-21,private treaty,2069000,4,2,3,700,Jellis Craig Bentleigh,-37.9351193,145.0388144,14.99888336
26 Milton Drive ,WYNDHAM VALE VIC 3024,WYNDHAM VALE,VIC,3024,House,11-Dec-21,auction,545000,4,2,1,700,Maximum List,-37.8968818,144.6186014,31.62620436
16 Abigail Court ,ARMSTRONG CREEK VIC 3217,ARMSTRONG CREEK,VIC,3217,House,7-Apr-22,private treaty,858000,3,2,2,701,Armstrong Real Estate,-38.2394337,144.3689342,70.33994521
42 Valley Lake Boulevard ,KEILOR EAST VIC 3033,KEILOR EAST,VIC,3033,House,1-Aug-21,private treaty,2980000,5,4,3,702,Barry Plant Keilor East,-37.74043,144.8736662,11.36953529
1608 Dandenong Road ,HUNTINGDALE VIC 3166,HUNTINGDALE,VIC,3166,House,19-Feb-22,auction,1281000,4,2,2,702,OBrien Real Estate Oakleigh,-37.901007,145.1056404,15.8036767
5 Golden Grove Court ,KEILOR LODGE VIC 3038,KEILOR LODGE,VIC,3038,House,20-May-22,private treaty,870000,3,2,2,702,Barry Plant Taylors Lakes,-37.6973091,144.7951366,19.68336673
40 Maple Crescent ,BELL PARK VIC 3215,BELL PARK,VIC,3215,House,7-May-22,auction,600000,3,1,5,702,Harcourts North Geelong,-38.116896,144.3338831,64.64139641
58 Tannery Road ,CHARLEMONT VIC 3217,CHARLEMONT,VIC,3217,House,1-May-21,private treaty,446000,3,1,1,704,Stockdale & Leggo South Barwon,-38.1979627,144.3627571,67.75593724
24 Eden Valley Road ,CAIRNLEA VIC 3023,CAIRNLEA,VIC,3023,House,18-Dec-21,auction,1040000,4,2,2,708,UNKNOWN,-37.7608992,144.7904023,16.30304821
1-2/9 Woodstock ,MOUNT WAVERLEY VIC 3149,MOUNT WAVERLEY,VIC,3149,Block of units,4-Dec-15,private treaty,1650000,4,2,2,708,Harcourts Judd White,-37.8752637,145.1281258,16.00187628
303/3 Alma Road ,ST KILDA VIC 3182,ST KILDA,VIC,3182,Apartment ,13-May-22,private treaty,472500,1,1,1,70,McGrath St Kilda,-37.8604169,144.9839038,5.452238609
106/275 Abbotsford Street ,NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,VIC,3051,Apartment ,16-May-22,private treaty,515000,1,1,1,70,Melcorp Real Estate,-37.7985747,144.9451741,2.350753173
45 Garnet Street ,SUNSHINE NORTH VIC 3020,SUNSHINE NORTH,VIC,3020,Townhouse,27-Apr-22,private treaty,530000,2,2,1,70,David Pino Real Estate,-37.7735942,144.8312969,12.43995854
77/682 Nicholson Street ,FITZROY NORTH VIC 3068,FITZROY NORTH,VIC,3068,Apartment ,10-Feb-22,private treaty,730000,2,1,1,70,Woodards,-37.7833316,144.9837074,3.881154469
1-4/52 King Street ,DALLAS VIC 3047,DALLAS,VIC,3047,Block of units,4-Mar-21,private treaty,1085000,2,1,1,710,Stockdale & Leggo Glenroy,-37.6708194,144.9354163,16.13575921
160 Hudsons Road ,SPOTSWOOD VIC 3015,SPOTSWOOD,VIC,3015,House,4-Dec-21,auction,2452500,4,2,3,711,Village Real Estate Seddon,-37.8293632,144.8823771,7.295069179
80 Ross Street ,PORT MELBOURNE VIC 3207,PORT MELBOURNE,VIC,3207,House,10-Aug-17,auction,5225002,4,1,0,711,RT Edgar Albert Park,-37.8367545,144.9352253,3.508255728
38 Genoa Chase ,COBBLEBANK VIC 3338,COBBLEBANK,VIC,3338,House,1-Feb-22,private treaty,880000,4,3,4,711,UNKNOWN,-37.7081875,144.5817512,35.55234813
6 Nyah Court ,DALLAS VIC 3047,DALLAS,VIC,3047,House,14-Feb-22,private treaty,505000,3,1,0,712,UNKNOWN,-37.6666112,144.9362321,16.58821547
133 Bowes Avenue ,AIRPORT WEST VIC 3042,AIRPORT WEST,VIC,3042,House,1-Jun-21,private treaty,1250000,4,2,0,712,UNKNOWN,-37.7283746,144.8852787,11.74989412
14 Lloyd Avenue ,EPPING VIC 3076,EPPING,VIC,3076,House,26-May-22,private treaty,685000,3,1,2,713,Ray White Epping,-37.6460907,145.0273566,19.53485392
4 Sugargum Grove ,CAIRNLEA VIC 3023,CAIRNLEA,VIC,3023,House,5-Nov-14,private treaty,1,4,3,2,717,Sweeney Estate Agents St Albans ,-37.759434,144.7834122,16.93498865
3 Island Point Avenue ,WATERWAYS VIC 3195,WATERWAYS,VIC,3195,House,25-Jun-22,auction,1600000,4,2,2,719,Steve Turner,-38.0175656,145.1348341,27.17586375
363 Waterdale Road ,BELLFIELD VIC 3081,BELLFIELD,VIC,3081,House,2-May-22,private treaty,1115000,3,2,2,722,UNKNOWN,-37.7512111,145.0460065,10.10721099
6 Pella Court ,COOLAROO VIC 3048,COOLAROO,VIC,3048,House,5-Mar-22,auction,500000,3,1,2,723,UNKNOWN,-37.6586525,144.9295391,17.55440937
9 Knights Bridge Court ,NARRE WARREN VIC 3805,NARRE WARREN,VIC,3805,House,15-Feb-22,auction,880000,5,2,2,723,Ray White Berwick,-38.02774435,145.3038086,38.17719456
1 Biltris Court ,JACANA VIC 3047,JACANA,VIC,3047,House,10-Mar-22,private treaty,622500,3,1,2,723,Stockdale & Leggo Glenroy,-37.6909636,144.911444,14.44428914
11 Beal Place ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,House,24-Apr-22,Another Method,1055000,3,2,4,723,buymyplace,-38.2422523,145.0483006,48.19107343
